question_id,system,rater,rater_profession,domain,score
20,ChatICU,R7,pharmacist,Clarity,5
20,ChatICU,R7,pharmacist,Comparison,3
20,ChatICU,R7,pharmacist,Confidence,5
20,ChatICU,R7,pharmacist,Relevance,5
20,ChatICU,R7,pharmacist,Safety,1
20,ChatICU,R7,pharmacist,Trust,5
20,ChatICU,R8,physician,Accuracy,4
20,ChatICU,R8,physician,Clarity,5
20,ChatICU,R8,physician,Comparison,4
20,ChatICU,R8,physician,Confidence,5
20,ChatICU,R8,physician,Relevance,5
20,ChatICU,R8,physician,Safety,1
20,ChatICU,R8,physician,Trust,5
20,OpenEvidence,R1,physician,Accuracy,5
20,OpenEvidence,R1,physician,Clarity,5
20,OpenEvidence,R1,physician,Comparison,3
20,OpenEvidence,R1,physician,Confidence,5
20,OpenEvidence,R1,physician,Relevance,5
20,OpenEvidence,R1,physician,Safety,1
20,OpenEvidence,R1,physician,Trust,5
20,OpenEvidence,R2,nurse,Accuracy,2
20,OpenEvidence,R2,nurse,Clarity,3
20,OpenEvidence,R2,nurse,Comparison,2
20,OpenEvidence,R2,nurse,Confidence,2
20,OpenEvidence,R2,nurse,Relevance,2
20,OpenEvidence,R2,nurse,Safety,0
20,OpenEvidence,R2,nurse,Trust,2
20,OpenEvidence,R3,pharmacist,Accuracy,3
20,OpenEvidence,R3,pharmacist,Clarity,3
20,OpenEvidence,R3,pharmacist,Comparison,3
20,OpenEvidence,R3,pharmacist,Confidence,3
20,OpenEvidence,R3,pharmacist,Relevance,3
20,OpenEvidence,R3,pharmacist,Safety,1
20,OpenEvidence,R3,pharmacist,Trust,3
20,OpenEvidence,R4,pharmacist,Accuracy,5
20,OpenEvidence,R4,pharmacist,Clarity,5
20,OpenEvidence,R4,pharmacist,Comparison,3
20,OpenEvidence,R4,pharmacist,Confidence,5
20,OpenEvidence,R4,pharmacist,Relevance,5
20,OpenEvidence,R4,pharmacist,Safety,1
20,OpenEvidence,R4,pharmacist,Trust,5
20,OpenEvidence,R5,pharmacist,Accuracy,5
20,OpenEvidence,R5,pharmacist,Clarity,5
20,OpenEvidence,R5,pharmacist,Comparison,5
20,OpenEvidence,R5,pharmacist,Confidence,5
20,OpenEvidence,R5,pharmacist,Relevance,5
20,OpenEvidence,R5,pharmacist,Safety,1
20,OpenEvidence,R5,pharmacist,Trust,5
20,OpenEvidence,R6,nurse,Accuracy,5
20,OpenEvidence,R6,nurse,Clarity,5
20,OpenEvidence,R6,nurse,Comparison,4
20,OpenEvidence,R6,nurse,Confidence,4
20,OpenEvidence,R6,nurse,Relevance,5
20,OpenEvidence,R6,nurse,Safety,1
20,OpenEvidence,R6,nurse,Trust,5
20,OpenEvidence,R7,pharmacist,Accuracy,4
20,OpenEvidence,R7,pharmacist,Clarity,5
20,OpenEvidence,R7,pharmacist,Comparison,3
20,OpenEvidence,R7,pharmacist,Confidence,5
20,OpenEvidence,R7,pharmacist,Relevance,5
20,OpenEvidence,R7,pharmacist,Safety,1
20,OpenEvidence,R7,pharmacist,Trust,5
20,OpenEvidence,R8,physician,Accuracy,5
20,OpenEvidence,R8,physician,Clarity,5
20,OpenEvidence,R8,physician,Comparison,5
20,OpenEvidence,R8,physician,Confidence,5
20,OpenEvidence,R8,physician,Relevance,5
20,OpenEvidence,R8,physician,Safety,1
20,OpenEvidence,R8,physician,Trust,5
21,ChatGPT,R1,physician,Accuracy,5
21,ChatGPT,R1,physician,Clarity,5
21,ChatGPT,R1,physician,Comparison,3
21,ChatGPT,R1,physician,Confidence,4
21,ChatGPT,R1,physician,Relevance,5
21,ChatGPT,R1,physician,Safety,1
21,ChatGPT,R1,physician,Trust,5
21,ChatGPT,R2,nurse,Accuracy,2
21,ChatGPT,R2,nurse,Clarity,3
21,ChatGPT,R2,nurse,Comparison,2
21,ChatGPT,R2,nurse,Confidence,3
21,ChatGPT,R2,nurse,Relevance,3
21,ChatGPT,R2,nurse,Safety,1
21,ChatGPT,R2,nurse,Trust,2
21,ChatGPT,R3,pharmacist,Accuracy,4
21,ChatGPT,R3,pharmacist,Clarity,4
21,ChatGPT,R3,pharmacist,Comparison,3
21,ChatGPT,R3,pharmacist,Confidence,3
21,ChatGPT,R3,pharmacist,Relevance,4
21,ChatGPT,R3,pharmacist,Safety,1
21,ChatGPT,R3,pharmacist,Trust,4
21,ChatGPT,R4,pharmacist,Accuracy,5
21,ChatGPT,R4,pharmacist,Clarity,5
21,ChatGPT,R4,pharmacist,Comparison,4
21,ChatGPT,R4,pharmacist,Confidence,4
21,ChatGPT,R4,pharmacist,Relevance,5
21,ChatGPT,R4,pharmacist,Safety,1
21,ChatGPT,R4,pharmacist,Trust,5
21,ChatGPT,R5,pharmacist,Accuracy,5
21,ChatGPT,R5,pharmacist,Clarity,5
21,ChatGPT,R5,pharmacist,Comparison,3
21,ChatGPT,R5,pharmacist,Confidence,5
21,ChatGPT,R5,pharmacist,Relevance,5
21,ChatGPT,R5,pharmacist,Safety,1
21,ChatGPT,R5,pharmacist,Trust,5
21,ChatGPT,R6,nurse,Accuracy,5
21,ChatGPT,R6,nurse,Clarity,3
21,ChatGPT,R6,nurse,Comparison,4
21,ChatGPT,R6,nurse,Confidence,4
21,ChatGPT,R6,nurse,Relevance,5
21,ChatGPT,R6,nurse,Safety,1
21,ChatGPT,R6,nurse,Trust,4
21,ChatGPT,R7,pharmacist,Accuracy,5
21,ChatGPT,R7,pharmacist,Clarity,5
21,ChatGPT,R7,pharmacist,Comparison,2
21,ChatGPT,R7,pharmacist,Confidence,5
21,ChatGPT,R7,pharmacist,Relevance,5
21,ChatGPT,R7,pharmacist,Safety,1
21,ChatGPT,R7,pharmacist,Trust,4
21,ChatGPT,R8,physician,Accuracy,5
21,ChatGPT,R8,physician,Clarity,5
21,ChatGPT,R8,physician,Comparison,4
21,ChatGPT,R8,physician,Confidence,5
21,ChatGPT,R8,physician,Relevance,5
21,ChatGPT,R8,physician,Safety,1
21,ChatGPT,R8,physician,Trust,5
21,ChatICU,R1,physician,Accuracy,5
21,ChatICU,R1,physician,Clarity,5
21,ChatICU,R1,physician,Comparison,3
21,ChatICU,R1,physician,Confidence,4
21,ChatICU,R1,physician,Relevance,5
21,ChatICU,R1,physician,Safety,1
21,ChatICU,R1,physician,Trust,5
21,ChatICU,R2,nurse,Accuracy,4
21,ChatICU,R2,nurse,Clarity,4
21,ChatICU,R2,nurse,Comparison,4
21,ChatICU,R2,nurse,Confidence,4
21,ChatICU,R2,nurse,Relevance,4
21,ChatICU,R2,nurse,Safety,1
21,ChatICU,R2,nurse,Trust,4
21,ChatICU,R3,pharmacist,Accuracy,4
21,ChatICU,R3,pharmacist,Clarity,4
21,ChatICU,R3,pharmacist,Comparison,3
21,ChatICU,R3,pharmacist,Confidence,3
21,ChatICU,R3,pharmacist,Relevance,4
21,ChatICU,R3,pharmacist,Safety,1
21,ChatICU,R3,pharmacist,Trust,4
21,ChatICU,R4,pharmacist,Accuracy,5
21,ChatICU,R4,pharmacist,Clarity,5
21,ChatICU,R4,pharmacist,Comparison,3
21,ChatICU,R4,pharmacist,Confidence,4
21,ChatICU,R4,pharmacist,Relevance,5
21,ChatICU,R4,pharmacist,Safety,1
21,ChatICU,R4,pharmacist,Trust,5
21,ChatICU,R5,pharmacist,Accuracy,5
21,ChatICU,R5,pharmacist,Clarity,5
21,ChatICU,R5,pharmacist,Comparison,3
21,ChatICU,R5,pharmacist,Confidence,5
21,ChatICU,R5,pharmacist,Relevance,5
21,ChatICU,R5,pharmacist,Safety,1
21,ChatICU,R5,pharmacist,Trust,5
21,ChatICU,R6,nurse,Accuracy,5
21,ChatICU,R6,nurse,Clarity,5
21,ChatICU,R6,nurse,Comparison,4
21,ChatICU,R6,nurse,Confidence,4
21,ChatICU,R6,nurse,Relevance,5
21,ChatICU,R6,nurse,Safety,1
21,ChatICU,R6,nurse,Trust,5
21,ChatICU,R7,pharmacist,Accuracy,5
21,ChatICU,R7,pharmacist,Clarity,5
21,ChatICU,R7,pharmacist,Comparison,2
21,ChatICU,R7,pharmacist,Confidence,5
21,ChatICU,R7,pharmacist,Relevance,5
21,ChatICU,R7,pharmacist,Safety,1
21,ChatICU,R7,pharmacist,Trust,4
21,ChatICU,R8,physician,Accuracy,5
21,ChatICU,R8,physician,Clarity,5
21,ChatICU,R8,physician,Comparison,4
21,ChatICU,R8,physician,Confidence,5
21,ChatICU,R8,physician,Relevance,5
21,ChatICU,R8,physician,Safety,1
21,ChatICU,R8,physician,Trust,5
21,OpenEvidence,R1,physician,Accuracy,4
21,OpenEvidence,R1,physician,Clarity,5
21,OpenEvidence,R1,physician,Comparison,3
21,OpenEvidence,R1,physician,Confidence,4
21,OpenEvidence,R1,physician,Relevance,4
21,OpenEvidence,R1,physician,Safety,1
21,OpenEvidence,R1,physician,Trust,4
21,OpenEvidence,R2,nurse,Accuracy,2
21,OpenEvidence,R2,nurse,Clarity,3
21,OpenEvidence,R2,nurse,Comparison,2
21,OpenEvidence,R2,nurse,Confidence,2
21,OpenEvidence,R2,nurse,Relevance,2
21,OpenEvidence,R2,nurse,Safety,0
21,OpenEvidence,R2,nurse,Trust,2
21,OpenEvidence,R3,pharmacist,Accuracy,3
21,OpenEvidence,R3,pharmacist,Clarity,3
21,OpenEvidence,R3,pharmacist,Comparison,3
21,OpenEvidence,R3,pharmacist,Confidence,3
21,OpenEvidence,R3,pharmacist,Relevance,3
21,OpenEvidence,R3,pharmacist,Safety,1
21,OpenEvidence,R3,pharmacist,Trust,3
21,OpenEvidence,R4,pharmacist,Accuracy,2
21,OpenEvidence,R4,pharmacist,Clarity,4
21,OpenEvidence,R4,pharmacist,Comparison,2
21,OpenEvidence,R4,pharmacist,Confidence,4
21,OpenEvidence,R4,pharmacist,Relevance,3
21,OpenEvidence,R4,pharmacist,Safety,0
21,OpenEvidence,R4,pharmacist,Trust,2
21,OpenEvidence,R5,pharmacist,Accuracy,4
21,OpenEvidence,R5,pharmacist,Clarity,5
21,OpenEvidence,R5,pharmacist,Comparison,2
21,OpenEvidence,R5,pharmacist,Confidence,5
21,OpenEvidence,R5,pharmacist,Relevance,3
21,OpenEvidence,R5,pharmacist,Safety,1
21,OpenEvidence,R5,pharmacist,Trust,3
21,OpenEvidence,R6,nurse,Accuracy,4
21,OpenEvidence,R6,nurse,Clarity,5
21,OpenEvidence,R6,nurse,Comparison,4
21,OpenEvidence,R6,nurse,Confidence,4
21,OpenEvidence,R6,nurse,Relevance,4
21,OpenEvidence,R6,nurse,Safety,1
21,OpenEvidence,R6,nurse,Trust,5
21,OpenEvidence,R7,pharmacist,Accuracy,2
21,OpenEvidence,R7,pharmacist,Clarity,5
21,OpenEvidence,R7,pharmacist,Comparison,2
21,OpenEvidence,R7,pharmacist,Confidence,5
21,OpenEvidence,R7,pharmacist,Relevance,3
21,OpenEvidence,R7,pharmacist,Safety,0
21,OpenEvidence,R7,pharmacist,Trust,2
21,OpenEvidence,R8,physician,Accuracy,3
21,OpenEvidence,R8,physician,Clarity,5
21,OpenEvidence,R8,physician,Comparison,2
21,OpenEvidence,R8,physician,Confidence,4
21,OpenEvidence,R8,physician,Relevance,5
21,OpenEvidence,R8,physician,Safety,0
21,OpenEvidence,R8,physician,Trust,3
22,ChatGPT,R1,physician,Accuracy,5
22,ChatGPT,R1,physician,Clarity,5
22,ChatGPT,R1,physician,Comparison,3
22,ChatGPT,R1,physician,Confidence,4
22,ChatGPT,R1,physician,Relevance,4
22,ChatGPT,R1,physician,Safety,1
22,ChatGPT,R1,physician,Trust,4
22,ChatGPT,R2,nurse,Accuracy,2
22,ChatGPT,R2,nurse,Clarity,3
22,ChatGPT,R2,nurse,Comparison,3
22,ChatGPT,R2,nurse,Confidence,3
22,ChatGPT,R2,nurse,Relevance,3
22,ChatGPT,R2,nurse,Safety,1
22,ChatGPT,R2,nurse,Trust,3
22,ChatGPT,R3,pharmacist,Accuracy,3
22,ChatGPT,R3,pharmacist,Clarity,3
22,ChatGPT,R3,pharmacist,Comparison,3
22,ChatGPT,R3,pharmacist,Confidence,3
22,ChatGPT,R3,pharmacist,Relevance,3
22,ChatGPT,R3,pharmacist,Safety,1
22,ChatGPT,R3,pharmacist,Trust,3
22,ChatGPT,R4,pharmacist,Accuracy,5
22,ChatGPT,R4,pharmacist,Clarity,5
22,ChatGPT,R4,pharmacist,Comparison,4
22,ChatGPT,R4,pharmacist,Confidence,4
22,ChatGPT,R4,pharmacist,Relevance,5
22,ChatGPT,R4,pharmacist,Safety,1
22,ChatGPT,R4,pharmacist,Trust,5
22,ChatGPT,R5,pharmacist,Accuracy,5
22,ChatGPT,R5,pharmacist,Clarity,5
22,ChatGPT,R5,pharmacist,Comparison,4
22,ChatGPT,R5,pharmacist,Confidence,5
22,ChatGPT,R5,pharmacist,Relevance,5
22,ChatGPT,R5,pharmacist,Safety,1
22,ChatGPT,R5,pharmacist,Trust,5
22,ChatGPT,R6,nurse,Accuracy,3
22,ChatGPT,R6,nurse,Clarity,3
22,ChatGPT,R6,nurse,Comparison,3
22,ChatGPT,R6,nurse,Confidence,4
22,ChatGPT,R6,nurse,Relevance,4
22,ChatGPT,R6,nurse,Safety,1
22,ChatGPT,R6,nurse,Trust,3
22,ChatGPT,R7,pharmacist,Accuracy,5
22,ChatGPT,R7,pharmacist,Clarity,5
22,ChatGPT,R7,pharmacist,Comparison,5
22,ChatGPT,R7,pharmacist,Confidence,5
22,ChatGPT,R7,pharmacist,Relevance,5
22,ChatGPT,R7,pharmacist,Safety,1
22,ChatGPT,R7,pharmacist,Trust,5
22,ChatGPT,R8,physician,Accuracy,5
22,ChatGPT,R8,physician,Clarity,5
22,ChatGPT,R8,physician,Comparison,5
22,ChatGPT,R8,physician,Confidence,5
22,ChatGPT,R8,physician,Relevance,5
22,ChatGPT,R8,physician,Safety,1
22,ChatGPT,R8,physician,Trust,5
22,ChatICU,R1,physician,Accuracy,5
22,ChatICU,R1,physician,Clarity,5
22,ChatICU,R1,physician,Comparison,3
22,ChatICU,R1,physician,Confidence,4
22,ChatICU,R1,physician,Relevance,5
22,ChatICU,R1,physician,Safety,1
22,ChatICU,R1,physician,Trust,5
22,ChatICU,R2,nurse,Accuracy,4
22,ChatICU,R2,nurse,Clarity,4
22,ChatICU,R2,nurse,Comparison,4
22,ChatICU,R2,nurse,Confidence,4
22,ChatICU,R2,nurse,Relevance,4
22,ChatICU,R2,nurse,Safety,1
22,ChatICU,R2,nurse,Trust,4
22,ChatICU,R3,pharmacist,Accuracy,4
22,ChatICU,R3,pharmacist,Clarity,4
22,ChatICU,R3,pharmacist,Comparison,3
22,ChatICU,R3,pharmacist,Confidence,3
22,ChatICU,R3,pharmacist,Relevance,4
22,ChatICU,R3,pharmacist,Safety,1
22,ChatICU,R3,pharmacist,Trust,4
22,ChatICU,R4,pharmacist,Accuracy,5
22,ChatICU,R4,pharmacist,Clarity,5
22,ChatICU,R4,pharmacist,Comparison,3
22,ChatICU,R4,pharmacist,Confidence,4
22,ChatICU,R4,pharmacist,Relevance,5
22,ChatICU,R4,pharmacist,Safety,1
22,ChatICU,R4,pharmacist,Trust,5
22,ChatICU,R5,pharmacist,Accuracy,5
22,ChatICU,R5,pharmacist,Clarity,5
22,ChatICU,R5,pharmacist,Comparison,3
22,ChatICU,R5,pharmacist,Confidence,5
22,ChatICU,R5,pharmacist,Relevance,5
22,ChatICU,R5,pharmacist,Safety,1
22,ChatICU,R5,pharmacist,Trust,5
22,ChatICU,R6,nurse,Accuracy,4
22,ChatICU,R6,nurse,Clarity,4
22,ChatICU,R6,nurse,Comparison,4
22,ChatICU,R6,nurse,Confidence,4
22,ChatICU,R6,nurse,Relevance,4
22,ChatICU,R6,nurse,Safety,1
22,ChatICU,R6,nurse,Trust,4
22,ChatICU,R7,pharmacist,Accuracy,5
22,ChatICU,R7,pharmacist,Clarity,5
22,ChatICU,R7,pharmacist,Comparison,3
22,ChatICU,R7,pharmacist,Confidence,5
22,ChatICU,R7,pharmacist,Relevance,5
22,ChatICU,R7,pharmacist,Safety,1
22,ChatICU,R7,pharmacist,Trust,5
22,ChatICU,R8,physician,Accuracy,5
22,ChatICU,R8,physician,Clarity,5
22,ChatICU,R8,physician,Comparison,4
22,ChatICU,R8,physician,Confidence,5
22,ChatICU,R8,physician,Relevance,5
22,ChatICU,R8,physician,Safety,1
22,ChatICU,R8,physician,Trust,5
22,OpenEvidence,R1,physician,Accuracy,5
22,OpenEvidence,R1,physician,Clarity,5
22,OpenEvidence,R1,physician,Comparison,4
22,OpenEvidence,R1,physician,Confidence,4
22,OpenEvidence,R1,physician,Relevance,5
22,OpenEvidence,R1,physician,Safety,1
22,OpenEvidence,R1,physician,Trust,5
22,OpenEvidence,R2,nurse,Accuracy,2
22,OpenEvidence,R2,nurse,Clarity,3
22,OpenEvidence,R2,nurse,Comparison,2
22,OpenEvidence,R2,nurse,Confidence,2
22,OpenEvidence,R2,nurse,Relevance,2
22,OpenEvidence,R2,nurse,Safety,0
22,OpenEvidence,R2,nurse,Trust,2
22,OpenEvidence,R3,pharmacist,Accuracy,3
22,OpenEvidence,R3,pharmacist,Clarity,3
22,OpenEvidence,R3,pharmacist,Comparison,3
22,OpenEvidence,R3,pharmacist,Confidence,3
22,OpenEvidence,R3,pharmacist,Relevance,3
22,OpenEvidence,R3,pharmacist,Safety,1
22,OpenEvidence,R3,pharmacist,Trust,3
22,OpenEvidence,R4,pharmacist,Accuracy,5
22,OpenEvidence,R4,pharmacist,Clarity,3
22,OpenEvidence,R4,pharmacist,Comparison,3
22,OpenEvidence,R4,pharmacist,Confidence,4
22,OpenEvidence,R4,pharmacist,Relevance,5
22,OpenEvidence,R4,pharmacist,Safety,1
22,OpenEvidence,R4,pharmacist,Trust,5
22,OpenEvidence,R5,pharmacist,Accuracy,4
22,OpenEvidence,R5,pharmacist,Clarity,4
22,OpenEvidence,R5,pharmacist,Comparison,2
22,OpenEvidence,R5,pharmacist,Confidence,5
22,OpenEvidence,R5,pharmacist,Relevance,3
22,OpenEvidence,R5,pharmacist,Safety,1
22,OpenEvidence,R5,pharmacist,Trust,3
22,OpenEvidence,R6,nurse,Accuracy,4
22,OpenEvidence,R6,nurse,Clarity,5
22,OpenEvidence,R6,nurse,Comparison,4
22,OpenEvidence,R6,nurse,Confidence,4
22,OpenEvidence,R6,nurse,Relevance,4
22,OpenEvidence,R6,nurse,Safety,1
22,OpenEvidence,R6,nurse,Trust,5
22,OpenEvidence,R7,pharmacist,Accuracy,4
22,OpenEvidence,R7,pharmacist,Clarity,5
22,OpenEvidence,R7,pharmacist,Comparison,2
22,OpenEvidence,R7,pharmacist,Confidence,5
22,OpenEvidence,R7,pharmacist,Relevance,4
22,OpenEvidence,R7,pharmacist,Safety,1
22,OpenEvidence,R7,pharmacist,Trust,2
22,OpenEvidence,R8,physician,Accuracy,5
22,OpenEvidence,R8,physician,Clarity,5
22,OpenEvidence,R8,physician,Comparison,4
22,OpenEvidence,R8,physician,Confidence,5
22,OpenEvidence,R8,physician,Relevance,5
22,OpenEvidence,R8,physician,Safety,1
22,OpenEvidence,R8,physician,Trust,5
23,ChatGPT,R1,physician,Accuracy,3
23,ChatGPT,R1,physician,Clarity,4
23,ChatGPT,R1,physician,Comparison,1
23,ChatGPT,R1,physician,Confidence,4
23,ChatGPT,R1,physician,Relevance,4
23,ChatGPT,R1,physician,Safety,0
23,ChatGPT,R1,physician,Trust,3
23,ChatGPT,R2,nurse,Accuracy,3
23,ChatGPT,R2,nurse,Clarity,4
23,ChatGPT,R2,nurse,Comparison,3
23,ChatGPT,R2,nurse,Confidence,3
23,ChatGPT,R2,nurse,Relevance,3
23,ChatGPT,R2,nurse,Safety,1
23,ChatGPT,R2,nurse,Trust,3
23,ChatGPT,R3,pharmacist,Accuracy,4
23,ChatGPT,R3,pharmacist,Clarity,4
23,ChatGPT,R3,pharmacist,Comparison,3
23,ChatGPT,R3,pharmacist,Confidence,3
23,ChatGPT,R3,pharmacist,Relevance,4
23,ChatGPT,R3,pharmacist,Safety,1
23,ChatGPT,R3,pharmacist,Trust,4
23,ChatGPT,R4,pharmacist,Accuracy,5
23,ChatGPT,R4,pharmacist,Clarity,5
23,ChatGPT,R4,pharmacist,Comparison,4
23,ChatGPT,R4,pharmacist,Confidence,4
23,ChatGPT,R4,pharmacist,Relevance,5
23,ChatGPT,R4,pharmacist,Safety,1
23,ChatGPT,R4,pharmacist,Trust,4
23,ChatGPT,R5,pharmacist,Accuracy,5
23,ChatGPT,R5,pharmacist,Clarity,5
23,ChatGPT,R5,pharmacist,Comparison,4
23,ChatGPT,R5,pharmacist,Confidence,5
23,ChatGPT,R5,pharmacist,Relevance,5
23,ChatGPT,R5,pharmacist,Safety,1
23,ChatGPT,R5,pharmacist,Trust,5
23,ChatGPT,R6,nurse,Accuracy,4
23,ChatGPT,R6,nurse,Clarity,4
23,ChatGPT,R6,nurse,Comparison,3
23,ChatGPT,R6,nurse,Confidence,4
23,ChatGPT,R6,nurse,Relevance,4
23,ChatGPT,R6,nurse,Safety,1
23,ChatGPT,R6,nurse,Trust,4
23,ChatGPT,R7,pharmacist,Accuracy,4
23,ChatGPT,R7,pharmacist,Clarity,5
23,ChatGPT,R7,pharmacist,Comparison,2
23,ChatGPT,R7,pharmacist,Confidence,5
23,ChatGPT,R7,pharmacist,Relevance,5
23,ChatGPT,R7,pharmacist,Safety,1
23,ChatGPT,R7,pharmacist,Trust,3
23,ChatGPT,R8,physician,Accuracy,5
23,ChatGPT,R8,physician,Clarity,5
23,ChatGPT,R8,physician,Comparison,5
23,ChatGPT,R8,physician,Confidence,5
23,ChatGPT,R8,physician,Relevance,5
23,ChatGPT,R8,physician,Safety,1
23,ChatGPT,R8,physician,Trust,5
23,ChatICU,R1,physician,Accuracy,5
23,ChatICU,R1,physician,Clarity,5
23,ChatICU,R1,physician,Comparison,3
23,ChatICU,R1,physician,Confidence,4
23,ChatICU,R1,physician,Relevance,5
23,ChatICU,R1,physician,Safety,1
23,ChatICU,R1,physician,Trust,5
23,ChatICU,R2,nurse,Accuracy,4
23,ChatICU,R2,nurse,Clarity,4
23,ChatICU,R2,nurse,Comparison,4
23,ChatICU,R2,nurse,Confidence,4
23,ChatICU,R2,nurse,Relevance,4
23,ChatICU,R2,nurse,Safety,1
23,ChatICU,R2,nurse,Trust,4
23,ChatICU,R3,pharmacist,Accuracy,4
23,ChatICU,R3,pharmacist,Clarity,4
23,ChatICU,R3,pharmacist,Comparison,3
23,ChatICU,R3,pharmacist,Confidence,3
23,ChatICU,R3,pharmacist,Relevance,4
23,ChatICU,R3,pharmacist,Safety,1
23,ChatICU,R3,pharmacist,Trust,4
23,ChatICU,R4,pharmacist,Accuracy,5
23,ChatICU,R4,pharmacist,Clarity,5
23,ChatICU,R4,pharmacist,Comparison,4
23,ChatICU,R4,pharmacist,Confidence,4
23,ChatICU,R4,pharmacist,Relevance,5
23,ChatICU,R4,pharmacist,Safety,1
23,ChatICU,R4,pharmacist,Trust,5
23,ChatICU,R5,pharmacist,Accuracy,5
23,ChatICU,R5,pharmacist,Clarity,5
23,ChatICU,R5,pharmacist,Comparison,4
23,ChatICU,R5,pharmacist,Confidence,5
23,ChatICU,R5,pharmacist,Relevance,5
23,ChatICU,R5,pharmacist,Safety,1
23,ChatICU,R5,pharmacist,Trust,5
23,ChatICU,R6,nurse,Accuracy,4
23,ChatICU,R6,nurse,Clarity,4
23,ChatICU,R6,nurse,Comparison,3
23,ChatICU,R6,nurse,Confidence,4
23,ChatICU,R6,nurse,Relevance,4
23,ChatICU,R6,nurse,Safety,1
23,ChatICU,R6,nurse,Trust,3
23,ChatICU,R7,pharmacist,Accuracy,5
23,ChatICU,R7,pharmacist,Clarity,5
23,ChatICU,R7,pharmacist,Comparison,3
23,ChatICU,R7,pharmacist,Confidence,5
23,ChatICU,R7,pharmacist,Relevance,5
23,ChatICU,R7,pharmacist,Safety,1
23,ChatICU,R7,pharmacist,Trust,5
23,ChatICU,R8,physician,Accuracy,4
23,ChatICU,R8,physician,Clarity,5
23,ChatICU,R8,physician,Comparison,4
23,ChatICU,R8,physician,Confidence,5
23,ChatICU,R8,physician,Relevance,5
23,ChatICU,R8,physician,Safety,1
23,ChatICU,R8,physician,Trust,5
23,OpenEvidence,R1,physician,Accuracy,4
23,OpenEvidence,R1,physician,Clarity,4
23,OpenEvidence,R1,physician,Comparison,2
23,OpenEvidence,R1,physician,Confidence,4
23,OpenEvidence,R1,physician,Relevance,4
23,OpenEvidence,R1,physician,Safety,1
23,OpenEvidence,R1,physician,Trust,4
23,OpenEvidence,R2,nurse,Accuracy,3
23,OpenEvidence,R2,nurse,Clarity,3
23,OpenEvidence,R2,nurse,Comparison,3
23,OpenEvidence,R2,nurse,Confidence,3
23,OpenEvidence,R2,nurse,Relevance,3
23,OpenEvidence,R2,nurse,Safety,1
23,OpenEvidence,R2,nurse,Trust,3
23,OpenEvidence,R3,pharmacist,Accuracy,2
23,OpenEvidence,R3,pharmacist,Clarity,2
23,OpenEvidence,R3,pharmacist,Comparison,2
23,OpenEvidence,R3,pharmacist,Confidence,2
23,OpenEvidence,R3,pharmacist,Relevance,2
23,OpenEvidence,R3,pharmacist,Safety,1
23,OpenEvidence,R3,pharmacist,Trust,2
23,OpenEvidence,R4,pharmacist,Accuracy,5
23,OpenEvidence,R4,pharmacist,Clarity,5
23,OpenEvidence,R4,pharmacist,Comparison,4
23,OpenEvidence,R4,pharmacist,Confidence,4
23,OpenEvidence,R4,pharmacist,Relevance,4
23,OpenEvidence,R4,pharmacist,Safety,1
23,OpenEvidence,R4,pharmacist,Trust,5
23,OpenEvidence,R5,pharmacist,Accuracy,5
23,OpenEvidence,R5,pharmacist,Clarity,5
23,OpenEvidence,R5,pharmacist,Comparison,5
23,OpenEvidence,R5,pharmacist,Confidence,5
23,OpenEvidence,R5,pharmacist,Relevance,5
23,OpenEvidence,R5,pharmacist,Safety,1
23,OpenEvidence,R5,pharmacist,Trust,5
23,OpenEvidence,R6,nurse,Accuracy,5
23,OpenEvidence,R6,nurse,Clarity,5
23,OpenEvidence,R6,nurse,Comparison,4
23,OpenEvidence,R6,nurse,Confidence,4
23,OpenEvidence,R6,nurse,Relevance,5
23,OpenEvidence,R6,nurse,Safety,1
23,OpenEvidence,R6,nurse,Trust,5
23,OpenEvidence,R7,pharmacist,Accuracy,4
23,OpenEvidence,R7,pharmacist,Clarity,5
23,OpenEvidence,R7,pharmacist,Comparison,2
23,OpenEvidence,R7,pharmacist,Confidence,5
23,OpenEvidence,R7,pharmacist,Relevance,5
23,OpenEvidence,R7,pharmacist,Safety,1
23,OpenEvidence,R7,pharmacist,Trust,3
23,OpenEvidence,R8,physician,Accuracy,5
23,OpenEvidence,R8,physician,Clarity,5
23,OpenEvidence,R8,physician,Comparison,4
23,OpenEvidence,R8,physician,Confidence,5
23,OpenEvidence,R8,physician,Relevance,5
23,OpenEvidence,R8,physician,Safety,1
23,OpenEvidence,R8,physician,Trust,5
24,ChatGPT,R1,physician,Accuracy,5
24,ChatGPT,R1,physician,Clarity,5
24,ChatGPT,R1,physician,Comparison,2
24,ChatGPT,R1,physician,Confidence,4
24,ChatGPT,R1,physician,Relevance,5
24,ChatGPT,R1,physician,Safety,1
24,ChatGPT,R1,physician,Trust,4
24,ChatGPT,R2,nurse,Accuracy,5
24,ChatGPT,R2,nurse,Clarity,4
24,ChatGPT,R2,nurse,Comparison,4
24,ChatGPT,R2,nurse,Confidence,4
24,ChatGPT,R2,nurse,Relevance,5
24,ChatGPT,R2,nurse,Safety,1
24,ChatGPT,R2,nurse,Trust,4
24,ChatGPT,R3,pharmacist,Accuracy,4
24,ChatGPT,R3,pharmacist,Clarity,4
24,ChatGPT,R3,pharmacist,Comparison,3
24,ChatGPT,R3,pharmacist,Confidence,3
